0004121000;0003707000;0003349000;0003336000;1009142000;0003957000;0003859000;0004002000;0002648000;0003078000;0003118000;0003124000;0003131000;0005493000;0004542000;0002615000;0003011000;0004581000;0003457000;0004503000;0002924000;0003120000;0003931000;0003468000;0003203000;0004108000;0003020000;0005478000;0003728000;0002714000;0002949000;0004052000;0003433000;0003328000;0003165000;0003154000;0005758000;0003919000;0003287000;0006901000;0002990000;0003488000;0003472000;0009085000;0004622000;0003126000;0004246000;0003590000;0004709000;0003834000;0003620000;0004766000;0003996000;0003632000;0003412000;0003749000;0003283000;0002952000;0003285000;0003291000;0003437000;0003418000;0003434000;0002858000;0003324000;0004645000;0003989000;0003480000;0005311000;0004136000;0004942000;0004747000;0004092000;0004654000;0005211000;0004401000;0004961000;0005322000;0003409000;0003289000;0003994000;0006093000;0006299000;0003112000;0003677000;0003898000;0003474000;0003216000;0003571000;0002937000;0003306000;0003542000;0005925000;0003475000;0004955000;0003030000;0003580000;0003670000;0003714000;0005459000
0003704000;0005852000;0002802000;0003403000;0006950000;0003259000;0003672000;0003046000;0003180000;0005013000;0004132000;0003451000;0002785000;0003042000;0003786000;0003976000;0002952000;0004345000;0003640000;0003790000;0003073000;0003754000;0004380000;0002919000;0004179000;0004201000;0004020000;0002856000;0002940000;0004959000;0002841000;0006571000;0005735000;0004935000;0003021000;0003930000;0005635000;0003979000;0003978000;0005210000;0003491000;0003410000;0004553000;0015010000;0003156000;0003335000;0003959000;0002908000;0003493000;0003044000;0003183000;0003798000;0002868000;0002809000;0003692000;0004221000;0003840000;0003508000;0003177000;0003780000;0002956000;0003141000;0004708000;0003924000;0003228000;0004606000;0005346000;0003689000;0004129000;0004228000;0005514000;0005291000;0005292000;0004425000;0004161000;0004499000;0004685000;0005051000;0002852000;0004234000;0003340000;0004534000;0003333000;0003255000;0002817000;0004283000;0006709000;0003513000;0002978000;0005123000;0005708000;0003997000;0004213000;0003209000;0004023000;0003170000;0005108000;0005801000;0003354000;0003310000
0003689000;0003221000;0002727000;0003162000;0005936000;0003795000;0005266000;0002767000;0002814000;0002884000;0002629000;0003048000;0002789000;0002789000;0003322000;0003377000;0003012000;0003458000;0003104000;0004743000;0003211000;0003626000;0005519000;0003289000;0003449000;0004885000;0004042000;0002790000;0003430000;0002917000;0003336000;0009205000;0003398000;0003205000;0003305000;0004460000;0003273000;0006372000;0003150000;0004305000;0005160000;0002833000;0002796000;0013215000;0004170000;0003256000;0004378000;0003945000;0005000000;0004063000;0003808000;0003585000;0003220000;0002948000;0003440000;0005821000;0003397000;0004172000;0003619000;0003561000;0003781000;0003150000;0003221000;0004644000;0003526000;0003968000;0005566000;0003661000;0004589000;0003220000;0005949000;0004124000;0021454000;0003950000;0005468000;0004802000;0004408000;0007087000;0002682000;0005184000;0003082000;0006120000;0005459000;0003553000;0009518000;0005132000;0005040000;0004891000;0003538000;0002788000;0006730000;0004934000;0003328000;0004728000;0002742000;0004658000;0003566000;0003980000;0002752000;0003176000
0003085000;0003917000;0004325000;0003011000;0004501000;0003630000;0004028000;0003028000;0002974000;0005744000;0004002000;0003547000;0003696000;0002927000;0003462000;0003827000;0004936000;0003314000;0004488000;0003150000;0004286000;0004465000;0002983000;0003082000;0003175000;0002555000;0004776000;0003173000;0004918000;0003957000;0004549000;0003975000;0003851000;0003564000;0003853000;0004492000;0005082000;0003076000;0004080000;0003663000;0004482000;0005876000;0003703000;0010346000;0003756000;0004274000;0023130000;0003141000;0003247000;0003163000;0006567000;0002789000;0003792000;0004048000;0003687000;0004028000;0002917000;0002757000;0003934000;0003447000;0003153000;0003386000;0003475000;0003177000;0003659000;0003981000;0005372000;0003940000;0004778000;0003662000;0004731000;0004011000;0004097000;0004333000;0004664000;0005434000;0003952000;0005336000;0002872000;0004894000;0006584000;0003424000;0004806000;0003706000;0004760000;0003066000;0006092000;0003602000;0003126000;0003144000;0003550000;0004708000;0004711000;0007336000;0003120000;0004591000;0003441000;0003705000;0003218000;0006308000
0003641000;0003544000;0004029000;0002776000;0004427000;0004268000;0003853000;0003634000;0004333000;0002851000;0004404000;0003705000;0002938000;0003502000;0004984000;0003407000;0003691000;0003204000;0004184000;0003102000;0003916000;0005005000;0003490000;0004444000;0003679000;0002867000;0003012000;0003754000;0003287000;0005031000;0004025000;0007652000;0005226000;0003359000;0004009000;0003388000;0004912000;0004312000;0002922000;0003147000;0003012000;0004211000;0003230000;0094937000;0003570000;0003071000;0004563000;0003213000;0006528000;0003610000;0003969000;0002965000;0004135000;0003686000;0003191000;0003764000;0004580000;0003230000;0004296000;0003818000;0002830000;0003551000;0004120000;0003369000;0003230000;0005607000;0003807000;0002980000;0005131000;0004272000;0005622000;0006146000;0004178000;0004387000;0005206000;0003529000;0004238000;0004837000;0002937000;0003166000;0004228000;0003373000;0003269000;0002995000;0003346000;0003697000;0011794000;0003725000;0003782000;0002665000;0004064000;0003527000;0004051000;0003713000;0005078000;0004532000;0003912000;0003374000;0003796000;0004604000
0002881000;0004202000;0004367000;0003647000;0003735000;0003753000;0003719000;0002799000;0004327000;0002827000;0003810000;0003092000;0004275000;0004938000;0003198000;0003237000;0003576000;0003274000;0006146000;0003023000;0004277000;0003286000;0004039000;0004107000;0004289000;0003880000;0006061000;0002798000;0003643000;0006493000;0003951000;0005046000;0007727000;0004597000;0003468000;0003340000;0003965000;0003697000;0003036000;0003656000;0003076000;0002728000;0004923000;0003113000;0003069000;0002443000;0003201000;0002962000;0003192000;0003696000;0004974000;0003192000;0005273000;0002885000;0002972000;0004014000;0003569000;0003786000;0003706000;0005740000;0003045000;0003314000;0006216000;0003622000;0003382000;0003250000;0005889000;0003269000;0002863000;0004314000;0006027000;0005002000;0007146000;0004899000;0004936000;0004730000;0003857000;0005386000;0003456000;0004720000;0007229000;0005727000;0003687000;0004185000;0004256000;0003485000;0010304000;0003137000;0003667000;0004244000;0004361000;0003678000;0004740000;0004604000;0003042000;0003310000;0003555000;0009579000;0002597000;0004187000
0003535000;0006763000;0002819000;0007261000;0002795000;0003889000;0002858000;0002941000;0003664000;0002997000;0004969000;0003157000;0004138000;0006108000;0003437000;0003829000;0003768000;0003189000;0003367000;0003314000;0003307000;0003381000;0003790000;0003144000;0003009000;0003095000;0005512000;0003271000;0003653000;0005061000;0005726000;0005847000;0004149000;0003596000;0005212000;0003253000;0002966000;0003356000;0003259000;0004040000;0005149000;0004223000;0004040000;0006204000;0003662000;0003139000;0003365000;0004035000;0004162000;0003771000;0005395000;0003706000;0004401000;0003938000;0004532000;0002888000;0004259000;0002707000;0003079000;0003266000;0004228000;0007510000;0003157000;0003284000;0005332000;0004002000;0004518000;0004331000;0003368000;0002764000;0004532000;0004603000;0004552000;0006162000;0004855000;0004133000;0007218000;0003452000;0004526000;0005202000;0003986000;0005001000;0003381000;0003694000;0006506000;0005530000;0004615000;0003558000;0004241000;0003615000;0003436000;0003318000;0005268000;0003491000;0002891000;0004501000;0003229000;0003686000;0004157000;0004293000
0004143000;0003176000;0003190000;0005268000;0002901000;0004828000;0002971000;0003654000;0003538000;0005083000;0003630000;0003051000;0004215000;0003274000;0003590000;0003209000;0003994000;0002885000;0002908000;0003596000;0003409000;0002936000;0003786000;0003743000;0002958000;0002996000;0002831000;0006777000;0003274000;0003183000;0004734000;0003795000;0005088000;0003039000;0002729000;0003188000;0003571000;0003207000;0004042000;0006082000;0004474000;0002737000;0004963000;0006831000;0003005000;0004035000;0003372000;0002975000;0003002000;0016470000;0004252000;0004389000;0003482000;0002961000;0003290000;0003639000;0003418000;0003806000;0003346000;0002839000;0003138000;0004117000;0003443000;0004945000;0002980000;0004887000;0003957000;0005069000;0003387000;0003176000;0004912000;0005551000;0004724000;0004605000;0005779000;0004474000;0006588000;0006768000;0002793000;0003560000;0003965000;0004547000;0003797000;0009531000;0005393000;0005379000;0004008000;0004192000;0005685000;0003985000;0003484000;0003030000;0004906000;0003304000;0004412000;0003200000;0005246000;0003474000;0003289000;1006320000
0003742000;0003111000;0003633000;0005736000;0003466000;0003380000;0002833000;0002969000;0004357000;0003664000;0003961000;0006076000;0003953000;0003979000;0003124000;0003152000;0003327000;0003252000;0003613000;0003264000;0003901000;0003235000;0004666000;0003337000;0003398000;0003494000;0004949000;0003752000;0003009000;0003326000;0003792000;0006379000;0004080000;0003300000;0004085000;0002801000;0003552000;0003930000;0003051000;0003077000;0002669000;0004720000;0018776000;0013868000;0003166000;0003361000;0005033000;0003068000;0003521000;0003598000;0004251000;0003022000;0003131000;0003202000;0002864000;0004309000;0002995000;0003188000;0003729000;0003842000;0002610000;0003155000;0003636000;0003190000;0004450000;0002552000;0008511000;0002908000;0002771000;0004033000;0003976000;0005219000;0004302000;0004349000;0004163000;0004180000;0005124000;0004788000;0004590000;0007307000;0004890000;0004245000;0004123000;0007865000;0003227000;0003508000;0004548000;0003352000;0006008000;0003616000;0003438000;0003914000;0005741000;0003937000;0003689000;0006113000;0004344000;0003742000;0004160000;0003463000
0003512000;0004104000;0002928000;0009132000;0003163000;0004203000;0003033000;0002807000;0003423000;0002942000;0002809000;0002994000;0003671000;0002708000;0003028000;0003226000;0003038000;0003566000;0002497000;0004181000;0004617000;0003843000;0003801000;0003304000;0005904000;0003847000;0003075000;0003817000;0002735000;0003077000;0004811000;0003382000;0003116000;0004206000;0005788000;0003509000;0003295000;0003674000;0003754000;0003197000;0003903000;0003002000;0005972000;0005104000;0004918000;0003168000;0003392000;0005423000;0003212000;0003789000;0003738000;0003021000;0003240000;0003621000;0004077000;0005304000;0003220000;0003605000;0003891000;0003836000;0003457000;0005116000;0003032000;0003082000;0003981000;0006406000;0004377000;0004314000;0003229000;0004777000;0004540000;0005077000;0005844000;0003990000;0005888000;0005955000;0004806000;0007131000;0004411000;0004225000;0004402000;0005085000;0004050000;0007163000;0004791000;0003730000;0006751000;0006735000;0004699000;0002779000;0004127000;0004731000;0005222000;0004817000;0002953000;0002797000;0003359000;0003504000;0004221000;0003092000
